"batch_id","run_id","agent_name","graph_name","file","line","cycle","cycle_timestamp","tool_name","tool_call_id","selected_uri","selection_mode","opportunistic_count","contingency_guidance_count","followed_top_opportunistic","followed_top_contingency_guidance","followed_any_top_guidance","top_opportunistic_target","top_contingency_guidance_target","prompt_context_id","metric_quality"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","6","0","2026-06-07T19:15:22.327+00:00","http_get","call_0999QMmKlfrGZJhnlUG7VaqQ","http://127.0.1.1:8080/maze","advisory_prompt","0","0","False","False","False",,,"prompt-0160140ec34c4a1788675a90ea96ab70","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","25","1","2026-06-07T19:15:24.620+00:00","http_post","call_cx25dhgDoNrb8xSrg5RVI927","http://127.0.1.1:8080/cells/0","advisory_prompt","0","0","False","False","False",,,"prompt-b07cbf77ff9c4dd7923b25613d85e2a2","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","35","2","2026-06-07T19:15:27.914+00:00","http_get","call_26VMlxntv7Zy1dBA5AFloqb9","http://127.0.1.1:8080/cells/0","advisory_prompt","0","0","False","False","False",,,"prompt-9c7604e0e72d49b5be20702caba140d8","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","100","3","2026-06-07T19:15:29.434+00:00","http_post","call_y2xZ0F9wuxWtn2UxFFasWPla","http://127.0.1.1:8080/cells/0/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/0/2",,"prompt-83529625549d4b3894d9d6cd92103a4f","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","110","4","2026-06-07T19:15:32.001+00:00","http_get","call_LCySH8SF3Uz0jjhLZe22sZTT","http://127.0.1.1:8080/cells/0/2","advisory_prompt","0","0","False","False","False",,,"prompt-cd986f535fb34425b49c35a7ca13f8c5","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","175","5","2026-06-07T19:15:33.615+00:00","http_post","call_D3UVPSIaGwWRwTseQM2xVMxz","http://127.0.1.1:8080/cells/1/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/1/2",,"prompt-32ed0c8ee70e4471a2ced9df1585b835","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","185","6","2026-06-07T19:15:35.923+00:00","http_get","call_lgayqEJt5hH3mFophqdPHfpO","http://127.0.1.1:8080/cells/1/2","advisory_prompt","0","0","False","False","False",,,"prompt-31877c0f9fdd421590ad24f4966a4596","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","250","7","2026-06-07T19:15:37.574+00:00","http_post","call_nkWOkzY6TZeSMlEGnOGj6txp","http://127.0.1.1:8080/cells/2/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/2/2",,"prompt-e87e8ca74d5841f29c4c9df5a582fd62","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","260","8","2026-06-07T19:15:40.711+00:00","http_get","call_phGMLWdbUxcXpmrKqA1ry95u","http://127.0.1.1:8080/cells/2/2","advisory_prompt","0","0","False","False","False",,,"prompt-069c117b21624efaa0a98ba6d45a61b3","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","325","9","2026-06-07T19:15:42.263+00:00","http_post","call_zHqVuUCH5Rjh1WwVF5ikkegn","http://127.0.1.1:8080/cells/3/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/3/2",,"prompt-8e814ea08f3c4525b5e0336c2dbc70c1","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","335","10","2026-06-07T19:15:48.919+00:00","http_get","call_AybYzRFm9w4TcZKtceHdxGtN","http://127.0.1.1:8080/cells/3/2","advisory_prompt","0","0","False","False","False",,,"prompt-bd15b86a49a24d71b3baa371cc554daf","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","400","11","2026-06-07T19:15:50.601+00:00","http_post","call_1t4jpfvkJK55zWKNzIMji6Fi","http://127.0.1.1:8080/cells/4/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/4/2",,"prompt-dcd831c5e7bc4b9095e42d64a5d649ed","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","410","12","2026-06-07T19:15:53.090+00:00","http_get","call_TapcEYufiOI4MoL5J2RmopFh","http://127.0.1.1:8080/cells/4/2","advisory_prompt","0","0","False","False","False",,,"prompt-71a14f43df1f43668bda8094635029de","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","475","13","2026-06-07T19:15:54.608+00:00","http_post","call_3Hy3kjMtHiEM8lpDREqGJiEO","http://127.0.1.1:8080/cells/5/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/5/2",,"prompt-9492b35316d14749b6d3c2a170b3ed95","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","485","14","2026-06-07T19:15:58.273+00:00","http_get","call_nlXXBjH8k1pNUq8yLLZcj6RR","http://127.0.1.1:8080/cells/5/2","advisory_prompt","0","0","False","False","False",,,"prompt-44afc2b9ba7e4aacacec8833015bbca3","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","550","15","2026-06-07T19:15:59.845+00:00","http_post","call_pgC89wmnxmQ9PPzlozMyxpzb","http://127.0.1.1:8080/cells/6/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/6/2",,"prompt-e9ef48ad4d084af1826d9b99aae3606f","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","560","16","2026-06-07T19:16:02.736+00:00","http_get","call_4xsgyZTblFxyuHl2IOkdyCUS","http://127.0.1.1:8080/cells/6/2","advisory_prompt","0","0","False","False","False",,,"prompt-4fe897e5f79b439cbec9a7e7a9314a94","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","625","17","2026-06-07T19:16:05.221+00:00","http_post","call_z3aCueBwY9WKwf1Ol0ukGBOm","http://127.0.1.1:8080/cells/7/2","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/2",,"prompt-70cfe28b8ec84b3db2737c13c41d2d9f","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","635","18","2026-06-07T19:16:13.095+00:00","http_get","call_NAXNVkRU7zcdQxRn9eyWzyl2","http://127.0.1.1:8080/cells/7/2","advisory_prompt","0","0","False","False","False",,,"prompt-4feeaf5699b048cb83918c5b7eb72536","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","700","19","2026-06-07T19:16:14.737+00:00","http_post","call_TkhPkLkzGbUugHqmxc4fGQqt","http://127.0.1.1:8080/cells/7/3","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/3",,"prompt-6a2ea1e5c896453cb39cdf07e48fa0d4","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","710","20","2026-06-07T19:16:17.360+00:00","http_get","call_3QUioKl2Sg71NFCxzNyjudXc","http://127.0.1.1:8080/cells/7/3","advisory_prompt","0","0","False","False","False",,,"prompt-25ebfaa5f6ea4e9cb51cf9246cd18127","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","775","21","2026-06-07T19:16:19.648+00:00","http_post","call_GaujQJj56ju9YtBRkkFlJvZm","http://127.0.1.1:8080/cells/7/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/7/4",,"prompt-d94345bd577b4367be077c956ca81665","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","785","22","2026-06-07T19:16:22.555+00:00","http_get","call_nhJdeVIyDS21pmWvjZg7ffjO","http://127.0.1.1:8080/cells/7/4","advisory_prompt","0","0","False","False","False",,,"prompt-e4f93504e3864f7a9c53c13442c10dc8","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","850","23","2026-06-07T19:16:24.166+00:00","http_post","call_n35Ql0iks2FJ6D9qxz1MIMcX","http://127.0.1.1:8080/cells/8/4","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/4",,"prompt-fc5e290ff4ed4ca8aaf70b8e1bca754d","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","860","24","2026-06-07T19:16:26.785+00:00","http_get","call_Ewl64rmGQ5M3LjIIzhcQ2W44","http://127.0.1.1:8080/cells/8/4","advisory_prompt","0","0","False","False","False",,,"prompt-acd249c16ad449bc8bdbd0017d1c2352","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","925","25","2026-06-07T19:16:28.432+00:00","http_post","call_7ZwlMPtdJaQyVZsE2Dwz9hqr","http://127.0.1.1:8080/cells/8/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/5",,"prompt-cfaefd0dca7c4e1caa4a37204ba78805","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","935","26","2026-06-07T19:16:31.183+00:00","http_get","call_q9IRc8M5S9hS858FghFWwESg","http://127.0.1.1:8080/cells/8/5","advisory_prompt","0","0","False","False","False",,,"prompt-77f6d2107f9b444aa6c4e79e8ba6885e","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1000","27","2026-06-07T19:16:32.929+00:00","http_post","call_XJukR6C2Wj4FLzVUv00xsekV","http://127.0.1.1:8080/cells/8/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/8/6",,"prompt-264b57c50e0b40f7ba1da7126a0dee28","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1010","28","2026-06-07T19:16:35.722+00:00","http_get","call_YVwcSfX4GoVHXQIKH6s2dyMQ","http://127.0.1.1:8080/cells/8/6","advisory_prompt","0","0","False","False","False",,,"prompt-946117e19c694932be8704870255d24c","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1075","29","2026-06-07T19:16:37.417+00:00","http_post","call_xwWeoUTZybLtXKuLoCGs7fAM","http://127.0.1.1:8080/cells/9/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/9/6",,"prompt-1ce39f18dede45d78c2eaa1b29abeb71","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1085","30","2026-06-07T19:16:40.026+00:00","http_get","call_thA3CpcCE2yt1WiyqCDfyDCs","http://127.0.1.1:8080/cells/9/6","advisory_prompt","0","0","False","False","False",,,"prompt-3f69109d55a54774b970b47ed34a3465","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1150","31","2026-06-07T19:16:42.515+00:00","http_post","call_8VrWIwehB3qg0ZJSwdJ6CnkV","http://127.0.1.1:8080/cells/10/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/10/6",,"prompt-1e4ea1fc8813425399ce29a14597aaa2","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1160","32","2026-06-07T19:16:45.176+00:00","http_get","call_hxNo3BKN3MZhv9Jd8HNowVwl","http://127.0.1.1:8080/cells/10/6","advisory_prompt","0","0","False","False","False",,,"prompt-854d8ef4c5bb466c83645acaf4ed0bcb","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1225","33","2026-06-07T19:16:46.890+00:00","http_post","call_3zNXSBke5en50ioOAs4koKVm","http://127.0.1.1:8080/cells/11/6","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/11/6",,"prompt-582ddaf9baad4c1e95666be20eee4dc1","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1235","34","2026-06-07T19:16:52.417+00:00","http_get","call_emroXvKwOcSRZJ7t8dlinwDn","http://127.0.1.1:8080/cells/11/6","advisory_prompt","0","0","False","False","False",,,"prompt-646300feb8ee416ea6ea0bdca57d91bd","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1300","35","2026-06-07T19:16:54.231+00:00","http_get","call_txVjJWHgYnER27AIV8rrDcxh","http://127.0.1.1:8080/cells/11/5","advisory_prompt","1","0","True","False","True","http://127.0.1.1:8080/cells/11/5",,"prompt-005a810b2b3c4b6c88975df1103b040c","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1316","36","2026-06-07T19:16:56.414+00:00","http_get","call_A1O2gXJYKCZ4ZTbo7iOdjCRR","http://127.0.1.1:8080/cells/11/6","advisory_prompt","0","0","False","False","False",,,"prompt-29063d71b6164615a69a40d44e6595a1","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1381","37","2026-06-07T19:16:58.241+00:00","http_get","call_m6Uurl8GukZ2Gu9MWH2nAQOU","http://127.0.1.1:8080/cells/11/6","advisory_prompt","1","0","False","False","False","http://127.0.1.1:8080/cells/11/5",,"prompt-c921c86ff1744a32a9b36dd6ebe0ebd4","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1446","38","2026-06-07T19:17:00.161+00:00","http_post","call_hhQcArZma4XU991AOAmnfFrm","http://127.0.1.1:8080/cells/11/7","advisory_prompt","1","0","False","False","False","http://127.0.1.1:8080/cells/11/5",,"prompt-68a7a48ae4f54c5299b94b7e87ec42a9","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1456","39","2026-06-07T19:17:05.558+00:00","http_get","call_MUi7OVVYDtw9DJXkCTeCVpWT","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-a26d0759d9454429819a9e95f99d7bf7","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1472","40","2026-06-07T19:17:13.245+00:00","http_get","call_1AvWkFZFgEVPAdqgqUY85RqX","http://127.0.1.1:8080/cells/11/8","advisory_prompt","0","0","False","False","False",,,"prompt-aae9e260c8bd49b68a6bbd93a095dea6","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1488","41","2026-06-07T19:17:15.188+00:00","http_get","call_fENGLk7eAiGcWcPjXz1naVe1","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-c39bc34dd20245dfb5b6f3b0c801c534","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1504","42","2026-06-07T19:17:17.288+00:00","http_get","call_WW6dtd7Ea5aCS8uiOw9Qbg69","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-82682f36ea344e859bbac2ad5f0bc814","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1520","43","2026-06-07T19:17:24.751+00:00","http_get","call_Ukovo795SN2aTzLqIW5IBwpA","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-ecc358af46464a079d2baa07fc67f508","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1536","44","2026-06-07T19:17:26.850+00:00","http_get","call_2gPBK56zHuzPr6JYdbETuHZ4","http://127.0.1.1:8080/cells/11/8","advisory_prompt","0","0","False","False","False",,,"prompt-1b375be408444c14b70f080f792e4943","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1552","45","2026-06-07T19:17:28.994+00:00","http_get","call_f5WOXyVcgsO4QtokEX7JRMVN","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-6da42b1b4fc1412487dc1d67a05fd70e","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1568","46","2026-06-07T19:17:31.189+00:00","http_get","call_t8diHWHxcsjyjxf6NBTqdqTZ","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-8b6a60e67641495a91b8b27d2daf92d3","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1584","47","2026-06-07T19:17:33.275+00:00","http_get","call_kMoaB3nFD7hn42WxPuE6FqNq","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-9b9f4c7deacb42fd9194e4ce2ad45e5e","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1600","48","2026-06-07T19:17:35.373+00:00","http_get","call_npCHz3dXs2x5oFX84LwJEZPI","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-22b37a39c1fe4cafb3ba414fc9df8e71","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1616","49","2026-06-07T19:17:37.719+00:00","http_get","call_Vz0lA0dZ3XwAUm6mPqKfDUHw","http://127.0.1.1:8080/cells/11/8","advisory_prompt","0","0","False","False","False",,,"prompt-9ac8190b91cc4b02bf011d16e74b3fd8","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1632","50","2026-06-07T19:17:43.761+00:00","http_get","call_EEpJ2XbfwKiLwIZ2aSAxFNKj","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-726f48de97d247b6ab670ef7d2bad2b4","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1648","51","2026-06-07T19:17:45.847+00:00","http_get","call_pcDb5tepzIqSvtklvSNkgzmz","http://127.0.1.1:8080/cells/11/8","advisory_prompt","0","0","False","False","False",,,"prompt-0c5c1f747c974c7fbd89598fbb71624e","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1664","52","2026-06-07T19:17:48.199+00:00","http_get","call_vjqivagxcamP35UZwUlUn614","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-c7f858ebb03e49ce95ff19cb17f00e3e","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1680","53","2026-06-07T19:17:50.541+00:00","http_get","call_vfLa47B8uKlV2BqJErTbvvVF","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-4d50dd75cec0438288149046d684ab65","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1696","54","2026-06-07T19:17:53.486+00:00","http_get","call_IkUYpP1bHRLuNjorpBBvbSQV","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-b3b693605eec48faa3e8675c8d91e682","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1712","55","2026-06-07T19:17:59.173+00:00","http_get","call_yr5NEU1WeJFuZyQhsBQC5hJL","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-62013e015e9b4706b89160ce7ad3f15f","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1728","56","2026-06-07T19:18:01.470+00:00","http_get","call_g5OiMsHY16lUoFooyR305WCg","http://127.0.1.1:8080/cells/11/8","advisory_prompt","0","0","False","False","False",,,"prompt-a6ee55915d9642459b3bb92993464ec5","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1744","57","2026-06-07T19:18:03.696+00:00","http_get","call_KsIRoFeqlXA6tLlmgLAEn7Va","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-6284aeae862843bcb55b2bd7f58ee455","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1760","58","2026-06-07T19:18:06.004+00:00","http_get","call_qB6ZmbGezCBgfWNHNeHYEcjn","http://127.0.1.1:8080/cells/11/8","advisory_prompt","0","0","False","False","False",,,"prompt-b29af0a23d4b44efb988487fb68b45ee","selection_event"
"react-ccrs-mazeV1-04-latest","001-ccrs","react_ccrs_mazeV1_04","graph_ccrs","react_ccrs_mazeV1_04_20260607_211522.log","1776","59","2026-06-07T19:18:08.488+00:00","http_get","call_IlVrEEgH280WaPrJQpQ949gS","http://127.0.1.1:8080/cells/11/7","advisory_prompt","0","0","False","False","False",,,"prompt-d6f6331f80b5433188bab3e9331a9a02","selection_event"
